IPO_Name,Listing_Gain_Pct,Current_Gain_Pct,Predicted_Gain,Prob_Positive,Invest_Flag,Hold_Better_Than_Flip,Flip_Hold_Strategy,IPO_Quality_Score,Score_Category,Dominant_Investor
Restaurant Brands Asia Ltd,92.25,29.95,81.25557605423595,1.0,1,0,Flip,0.38326689909027134,Strong,HNI_Dominant
Mrs Bectors Food Specialities Ltd,73.96,400.42,80.17344241993494,1.0,1,1,Hold,0.4903193193447679,Strong,HNI_Dominant
Antony Waste Handling Cell Ltd,36.51,84.59,8.15998572897759,0.6242,0,1,Hold,0.18763744525285214,Weak,QIB_Dominant
Indian Railway Finance Corporation Limited,-3.85,386.15,0.07690783791374925,0.3203,0,1,Hold,0.1351699113731566,Weak,QIB_Dominant
Indigo Paints Limited,75.0,-25.78,58.68419811926913,0.9933,1,0,Flip,0.3751370376497459,Strong,HNI_Dominant
Home First Finance Company India Limited,18.18,140.59,11.029841074886397,0.7374,1,1,Hold,0.2516804898145447,Moderate,QIB_Dominant
Stove Kraft Limited,21.3,52.64,19.63714363299671,0.69,1,1,Hold,0.21023512163492716,Moderate,HNI_Dominant
Brookfield India Real Estate Trust,0.02,13.99,2.602289859516061,0.7932,0,1,Hold,0.16921257091152575,Weak,HNI_Dominant
Nureca Limited,58.74,-40.49,48.750755680014436,0.8669,1,0,Flip,0.1681861663997053,Weak,RII_Dominant
Railtel Corporation of India Limited,11.28,272.39,13.370332966532205,0.825,1,1,Hold,0.2697381598983495,Moderate,HNI_Dominant
Heranba Industries Limited,43.54,-43.68,35.82506901695271,0.9805,1,0,Flip,0.36818153543645177,Strong,HNI_Dominant
MTAR Technologies Limited,85.03,156.52,79.49312859055982,0.9905,1,1,Hold,0.4945805310153564,Strong,HNI_Dominant
Easy Trip Planners Limited,10.16,-95.05,53.668861170132196,0.9961,1,0,Flip,0.39701228032082975,Strong,HNI_Dominant
Anupam Rasayan India Limited,-3.66,104.56,10.771501638171793,0.5411,0,1,Hold,0.29578053963657014,Strong,HNI_Dominant
Laxmi Organic Industries Limited,20.15,41.15,40.656439064264866,1.0,1,1,Hold,0.36376047876129924,Strong,HNI_Dominant
Craftsman Automation Limited,-9.4,359.39,-0.8238664417446706,0.1566,0,1,Hold,0.17030061706382138,Weak,QIB_Dominant
Kalyan Jewellers India Limited,-15.06,499.25,-0.44672238677492515,0.3636,0,1,Hold,0.1508746466695589,Weak,RII_Dominant
Suryoday Small Finance Bank Limited,-3.93,-59.59,-1.726790731570782,0.217,0,0,Flip,0.14515195028091482,Weak,RII_Dominant
Nazara Technologies Limited,79.02,28.6,76.46083115592572,0.9921,1,0,Flip,0.407633437004644,Strong,HNI_Dominant
Barbeque Nation Hospitality Limited,-1.6,-48.73,4.501437930650353,0.2944,0,0,Flip,0.1411345781089378,Weak,RII_Dominant
Macrotech Developers Limited (Lodha Group),-9.67,151.54,-5.147967295770729,0.1366,0,1,Hold,0.2031659746851008,Moderate,QIB_Dominant
Powergrid Infrastructure Investment Trust,4.0,-8.75,2.1537528046239847,0.7353,0,0,Flip,0.14753470580060296,Weak,HNI_Dominant
Shyam Metalics and Energy Limited,19.93,208.71,43.201824806381204,1.0,1,1,Hold,0.3987130113431892,Strong,HNI_Dominant
Sona BLW Precision Forgings Limited,3.92,53.9,-2.639945539442649,0.2678,0,1,Hold,0.12076019688172684,Weak,QIB_Dominant
Krishna Institute of Medical Sciences Limited,22.29,-11.53,2.8432271384155303,0.3164,0,0,Flip,0.14543896383511926,Weak,QIB_Dominant
Dodla Dairy Limited,23.36,203.5,17.31273943335221,0.961,1,1,Hold,0.2863765609154203,Strong,QIB_Dominant
India Pesticides Limited,21.62,-25.74,12.128053546436021,0.6163,0,0,Flip,0.25662301802919574,Moderate,HNI_Dominant
G R Infraprojects Limited,103.11,48.43,28.88172407240214,0.9877,1,0,Flip,0.3301657226404928,Strong,HNI_Dominant
Clean Science and Technology Limited,98.27,30.54,18.064073430399322,0.9652,1,0,Flip,0.29769159032224324,Strong,HNI_Dominant
Eternal Limited,51.32,302.11,31.376387535304566,0.936,1,1,Hold,0.18384595497618123,Weak,QIB_Dominant
Tatva Chintan Pharma Chem Limited,95.0,-4.32,71.77562335986636,1.0,1,0,Flip,0.4624445582071459,Strong,HNI_Dominant
Alivus Life Sciences Limited,4.32,30.24,9.27152844449278,0.8574,0,1,Hold,0.28968647119180424,Strong,HNI_Dominant
Rolex Rings Limited,38.78,53.29,50.248477874719335,1.0,1,1,Hold,0.40235392824902805,Strong,HNI_Dominant
Krsnaa Diagnostics Limited,7.44,-12.37,19.531980147756954,0.9721,1,0,Flip,0.26248169058686627,Moderate,HNI_Dominant
Exxaro Tiles Limited,5.0,-93.46,25.494335984926753,0.6405,0,0,Flip,0.16083626573865667,Weak,RII_Dominant
Windlas Biotech Limited,-4.57,101.98,4.122361058970753,0.2585,0,1,Hold,0.18682344686547978,Weak,QIB_Dominant
Devyani International Limited,56.67,71.72,53.18873029116135,0.9955,1,1,Hold,0.3177723509654291,Strong,HNI_Dominant
CarTrade Tech Limited,-1.11,41.0,8.680136988619973,0.571,0,1,Hold,0.2515101175446277,Moderate,HNI_Dominant
Nuvoco Vistas Corporation Limited,-17.37,-20.92,-6.218411412312887,0.0852,0,0,Flip,0.16803830734005692,Weak,QIB_Dominant
Chemplast Sanmar Limited,-2.96,-24.37,-5.107572514504171,0.0993,0,0,Flip,0.1278865867830919,Weak,QIB_Dominant
Aptus Value Housing Finance India Limited,-6.53,-4.63,7.3373637530763895,0.378,0,1,Hold,0.25219413946642294,Moderate,HNI_Dominant
Acutaas Chemicals Limited,47.87,113.23,35.58829379207536,0.9968,1,1,Hold,0.32597575454637767,Strong,HNI_Dominant
Vijaya Diagnostic Centre Limited,2.13,98.78,3.042178401871472,0.6817,0,1,Hold,0.19605800118449646,Moderate,QIB_Dominant
Sansera Engineering Limited,9.05,71.73,6.581702574817523,0.7357,0,1,Hold,0.09552267307977914,Weak,RII_Dominant
Paras Defence and Space Technologies Limited,171.43,272.6,124.1980795761183,1.0,1,1,Hold,0.6026132540354451,Strong,HNI_Dominant
Aditya Birla Sun Life AMC Limited,0.0,19.09,1.6304411519566715,0.3117,0,1,Hold,0.1830473287077073,Weak,QIB_Dominant
FSN E Commerce Ventures Limited (Nykaa),77.87,-81.96,70.00659417273647,0.9945,1,0,Flip,0.2551272939886115,Moderate,HNI_Dominant
Fino Payments Bank Limited,-5.03,-56.4,-0.9129159437829688,0.316,0,0,Flip,0.0954399588037867,Weak,RII_Dominant
Sigachi Industries Limited,252.76,-80.6,102.72701955090237,0.9943,1,0,Flip,0.3307334189545835,Strong,HNI_Dominant
S.J.S Enterprises Limited,-0.37,118.48,-2.078229231428583,0.1427,0,1,Hold,0.18657229789490784,Weak,HNI_Dominant
PB Fintech,17.35,86.81,13.543504775291256,0.7289,1,1,Hold,0.15378127994415536,Weak,QIB_Dominant
One97 Communications,-9.07,-48.68,-4.87413388771163,0.1767,0,0,Flip,0.09825144044477509,Weak,QIB_Dominant
Sapphire Foods India,11.1,-72.78,3.9168247732460286,0.5534,0,0,Flip,0.13767342596537374,Weak,RII_Dominant
Latent View Analytics,169.04,101.78,127.73288562590189,1.0,1,0,Flip,0.583208249337595,Strong,HNI_Dominant
Tarsons Products,5.74,-43.75,27.238432616709826,0.9928,1,0,Flip,0.33670239657400025,Strong,HNI_Dominant
Go Fashion (India) Limited,90.72,1.57,54.035342299047535,0.9945,1,0,Flip,0.3488164967300222,Strong,HNI_Dominant
Star Health and Allied Insurance Company Limited,-5.69,-51.52,-3.618657915330083,0.2467,0,0,Flip,0.10710814587054976,Weak,RII_Dominant
Tega Industries Limited,66.23,297.69,88.86821771575649,1.0,1,1,Hold,0.5096792930463089,Strong,HNI_Dominant
Anand Rathi Wealth Limited,9.46,397.46,11.087049602390154,0.8191,1,1,Hold,0.23166428149861087,Moderate,HNI_Dominant
Rategain Travel Technologies Limited,-14.16,13.46,10.882657723985508,0.616,0,1,Hold,0.23167563732190566,Moderate,HNI_Dominant
Shriram Properties Limited,-20.34,-23.47,-2.1275714682807383,0.2263,0,0,Flip,0.14071247773437878,Weak,RII_Dominant
C.E. Info Systems Limited (MapmyIndia),53.05,74.11,62.292825524363806,1.0,1,1,Hold,0.42933210104270814,Strong,HNI_Dominant
MedPlus Health Services Limited,27.51,1.9722,31.635306777654183,0.9913,1,0,Flip,0.2913238458946659,Strong,QIB_Dominant
Data Patterns (India) Limited,47.69,331.31,56.91629439403819,0.9968,1,1,Hold,0.3803378585952344,Strong,HNI_Dominant
HP Adhesives Limited,16.42,-83.21,41.16333014246291,0.8268,1,0,Flip,0.1531113694355073,Weak,RII_Dominant
Supriya Lifescience Limited,55.11,139.73,55.45727059881584,0.9475,1,1,Hold,0.2870239694918142,Strong,HNI_Dominant
CMS Info Systems Limited,1.16,102.62,-1.7460695631418008,0.3293,0,1,Hold,0.1500013670437248,Weak,RII_Dominant
AGS Transact Technologies Limited,0.57,-97.02,4.031607039436754,0.7829,0,0,Flip,0.2690265888536228,Moderate,HNI_Dominant
AWL Agri Business Limited (formerly Adani Wilmar Limited),-3.91,10.43,14.132881678779906,0.7371,1,1,Hold,0.25435997734071414,Moderate,HNI_Dominant
Vedant Fashions Limited,8.08,-14.32,3.796638100460462,0.4207,0,0,Flip,0.1948474995462237,Weak,QIB_Dominant
Uma Exports Limited,17.65,-31.99,11.344820462614393,0.6937,1,0,Flip,0.15099515747165396,Weak,RII_Dominant
Patanjali Foods Limited (formerly Ruchi Soya Industries Limited),30.77,178.75,9.242269904363985,0.706,0,1,Hold,0.24791057227134794,Moderate,HNI_Dominant
Veranda Learning Solutions Limited,14.6,66.97,6.908822667445295,0.5336,0,1,Hold,0.16767723294891174,Weak,RII_Dominant
Hariom Pipe Industries Limited,39.87,235.49,12.176581753937217,0.5487,0,1,Hold,0.15831379658761294,Weak,RII_Dominant
Campus Activewear (India) Limited,21.58,-10.75,20.39691080966682,0.9504,1,0,Flip,0.3171856846132255,Strong,QIB_Dominant
Rainbow Children’s Medicare Limited,-6.64,183.19,6.036950521613029,0.5541,0,1,Hold,0.3588582775935184,Strong,QIB_Dominant
Life Insurance Corporation of India (LIC),-8.62,-3.19,-3.2824122499665647,0.1704,0,1,Hold,0.14173172219963692,Weak,QIB_Dominant
Prudent Corporate Advisory Services Limited,4.76,323.12,-2.108035312443965,0.2712,0,1,Hold,0.1891649178948594,Weak,QIB_Dominant
Venus Pipes & Tubes Limited,2.76,315.95,-0.20567482744681173,0.4119,0,1,Hold,0.1962389048457307,Moderate,QIB_Dominant
Delhivery Limited,1.23,-4.54,1.3507430526720912,0.3873,0,0,Flip,0.33135577861510684,Strong,QIB_Dominant
Paradeep Phosphates Limited,3.69,420.12,0.9373914985810832,0.54,0,1,Hold,0.22036012624156456,Moderate,QIB_Dominant
Ethos Limited,-5.47,216.77,0.5124922838596158,0.264,0,1,Hold,0.21756720150657713,Moderate,QIB_Dominant
eMudhra Ltd,5.86,197.66,-0.5508257213573948,0.2965,0,1,Hold,0.16933152066941012,Weak,QIB_Dominant
Aether Industries,9.99,13.93,6.764862610003048,0.681,0,1,Hold,0.32635932881095464,Strong,QIB_Dominant
Syrma SGS Technologies,19.09,217.73,17.89242760396249,0.9301,1,1,Hold,0.32470732297627375,Strong,QIB_Dominant
Dreamfolks Services,54.91,-55.86,39.75567824757759,0.9667,1,0,Flip,0.22519838624978594,Moderate,QIB_Dominant
Tamilnad Mercantile,0.0,-15.78,1.6787988480710911,0.25,0,0,Flip,0.14363513911467782,Weak,RII_Dominant
Harsha Engineers,34.55,25.76,40.077010570767385,1.0,1,0,Flip,0.31383207106564215,Strong,QIB_Dominant
Electronics Mart India,51.53,102.37,44.553389011855714,1.0,1,1,Hold,0.2973296733361712,Strong,QIB_Dominant
Tracxn Technologies,3.75,-33.99,2.568748237837748,0.5953,0,0,Flip,0.17405779686901762,Weak,RII_Dominant
DCX Systems Ltd,38.29,21.62,44.44545382034633,0.976,1,0,Flip,0.23700572696348687,Moderate,QIB_Dominant
Fusion Finance Ltd,-2.04,-58.14,2.477771930518708,0.4126,0,0,Flip,0.21233849174507285,Moderate,QIB_Dominant
Global Health Limited,18.5,310.98,13.376099737332083,0.8673,1,1,Hold,0.21072356229872535,Moderate,QIB_Dominant
Bikaji Foods International Limited,7.05,141.98,16.90112313224583,0.9365,1,1,Hold,0.2350482100290155,Moderate,QIB_Dominant
Five Star Business Finance Limited,-5.07,21.5,-2.2014077050774103,0.1651,0,1,Hold,0.21100431303536835,Moderate,QIB_Dominant
Archean Chemical Industries Limited,10.32,53.56,19.02113505140914,0.8846,1,1,Hold,0.18910352898835553,Weak,QIB_Dominant
Kaynes Technology India Limited,32.03,897.59,21.5939873360627,0.9635,1,1,Hold,0.25623503663859426,Moderate,QIB_Dominant
Inox Green Energy Limited,-6.92,146.15,1.2044934625029697,0.3986,0,1,Hold,0.10574326199159406,Weak,RII_Dominant
Keystone Realtors Limited,2.59,11.6,-1.6185986173547662,0.3576,0,1,Hold,0.23361401770321477,Moderate,QIB_Dominant
Dharmaj Crop Guard Limited,12.24,34.81,13.907754441113047,0.8331,1,1,Hold,0.25861493302898764,Moderate,HNI_Dominant
Uniparts India Limited,-0.35,-32.25,18.01194401490671,0.9457,1,0,Flip,0.2425550272057202,Moderate,QIB_Dominant
Sula Vineyards Limited,0.28,-29.97,-1.4804198953155265,0.2843,0,0,Flip,0.17771395325932782,Weak,QIB_Dominant
Abans Financial Services Limited,0.0,-17.98,1.213211003487266,0.2485,0,0,Flip,0.2967008618336895,Strong,QIB_Dominant
Landmark Cars Limited,-6.86,-2.78,0.9953257804692989,0.3231,0,1,Hold,0.21801529658322533,Moderate,QIB_Dominant
KFin Technologies Limited,0.82,197.36,-2.4912126901870657,0.3763,0,1,Hold,0.14025296416664254,Weak,QIB_Dominant
Elin Electronics Limited,-1.62,-30.4,-1.2787620620367972,0.1619,0,0,Flip,0.1976749110768211,Moderate,QIB_Dominant
Radiant Cash Management Services Limited,5.64,-42.36,5.949127983954019,0.6198,0,0,Flip,0.23080209665934895,Moderate,QIB_Dominant
Sah Polymers Limited,30.77,76.15,41.55163745296372,0.8247,1,1,Hold,0.22034831006623884,Moderate,RII_Dominant
Divgi Torqtransfer Systems Limited,1.69,10.01,-1.0564477290662637,0.4467,0,1,Hold,0.16153666312723364,Weak,QIB_Dominant
Global Surfaces Limited,16.43,-12.21,7.6336377800445385,0.5481,0,0,Flip,0.28013434051211256,Strong,HNI_Dominant
Udayshivakumar Infosolutions Limited,0.0,2.86,12.780485877764962,0.4541,0,1,Hold,0.29637598563794804,Strong,HNI_Dominant
Avalon Technologies Limited,-1.15,102.8,-2.9359056738500606,0.0985,0,1,Hold,0.1537420036949152,Weak,QIB_Dominant
Mankind Pharma Limited,20.37,126.6,18.68666016193167,0.8826,1,1,Hold,0.20699830070328942,Moderate,QIB_Dominant
Nexus Select Trust,2.27,49.01,4.032615518778481,0.6973,0,1,Hold,0.07379700386982468,Weak,QIB_Dominant
IKIO Technologies Limited (formerly IKIO Lighting Limited),37.19,-33.51,34.928410461616174,1.0,1,0,Flip,0.29647441389587936,Strong,QIB_Dominant
HMA Agro Industries Limited,5.13,-94.79,-0.7748511429826839,0.3107,0,0,Flip,0.22072595181384375,Moderate,HNI_Dominant
Ideaforge Technologies Limited,94.21,-31.66,70.7047256098954,0.9765,1,0,Flip,0.28033234253723294,Strong,QIB_Dominant
Cyient DLM Limited,51.32,62.26,40.32433164341212,0.973,1,1,Hold,0.23993313507089464,Moderate,QIB_Dominant
Senco Gold Limited,35.96,6.31,37.80008410458962,1.0,1,0,Flip,0.3063339523529085,Strong,QIB_Dominant
Utkarsh Small Finance Bank Limited,59.8,-17.0,56.17045946856456,0.9938,1,0,Flip,0.281849408353673,Strong,QIB_Dominant
Netweb Technologies India Limited,88.5,322.3,62.60573948642543,1.0,1,1,Hold,0.3215852078810794,Strong,QIB_Dominant
Yatharth Hospital & Trauma Care Services Limited,1.33,139.0,9.44025591594751,0.9739,0,1,Hold,0.26178923872199533,Moderate,QIB_Dominant
SBFC Finance Limited,43.84,83.16,45.70335050175182,0.9936,1,1,Hold,0.29114377440479217,Strong,QIB_Dominant
Concord Biotech Limited,21.46,119.16,16.861837970455298,0.955,1,1,Hold,0.23494391540924067,Moderate,QIB_Dominant
TVS Supply Chain Solutions Limited,4.72,-32.79,2.6445440597314094,0.4689,0,0,Flip,0.12666713425446552,Weak,RII_Dominant
Pyramid Technoplast Limited,11.45,-3.34,8.701196640390268,0.661,0,0,Flip,0.2307899290220876,Moderate,HNI_Dominant
Aeroflex Industries Limited,82.78,67.36,56.058629687495106,0.9949,1,0,Flip,0.33642188635030557,Strong,QIB_Dominant
Vishnu Prakash R P Limited,64.95,56.77,49.23791346854966,0.9985,1,0,Flip,0.32473722125000837,Strong,QIB_Dominant
Rishabh Instruments Limited,4.31,-35.05,13.488701041858,0.9225,1,0,Flip,0.2572497150204567,Moderate,QIB_Dominant
Ratnaveer Precision Limited,30.61,41.33,38.38991936207337,0.9962,1,1,Hold,0.3278584337057656,Strong,HNI_Dominant
Jupiter Life Line Limited,30.61,91.38,39.30255832319911,0.9935,1,1,Hold,0.28608102696928006,Strong,QIB_Dominant
R R Kabel Limited,13.91,17.03,16.4564152894524,0.9499,1,1,Hold,0.22914416850120609,Moderate,QIB_Dominant
EMS Limited,33.44,175.12,31.151049785834658,0.8537,1,1,Hold,0.2070864444887901,Moderate,HNI_Dominant
Zaggle Prepaid Ocean Limited,-1.22,129.76,3.626268380111225,0.402,0,1,Hold,0.18533112003295713,Weak,QIB_Dominant
Samhi Hotels Limited,3.61,74.33,2.433402909178,0.6313,0,1,Hold,0.1555102501805681,Weak,QIB_Dominant
Sai Silks (Kalamandir) Limited,3.65,-22.84,3.6335118577878838,0.7127,0,0,Flip,0.21331703051389886,Moderate,QIB_Dominant
Signature Global India Limited,15.58,189.29,1.6282109126667488,0.4566,0,1,Hold,0.19205540756573597,Weak,HNI_Dominant
Yatra Online Limited,-8.45,-7.98,-1.5068023056572135,0.2955,0,1,Hold,0.1384842278571547,Weak,RII_Dominant
Manoj Vaibhav Gems,0.0,-4.33,-0.6944037213498846,0.2142,0,0,Flip,0.2298273619922669,Moderate,HNI_Dominant
JSW Infrastructure Limited,20.17,148.7,23.577028537182496,0.944,1,1,Hold,0.18437318184502227,Weak,QIB_Dominant
Updater Services Limited,-0.03,-13.33,-1.6991395167689403,0.208,0,0,Flip,0.16066084930581429,Weak,QIB_Dominant
Valiant Laboratories Limited,15.0,-32.14,12.71035977408669,0.7642,1,0,Flip,0.2855109446420917,Strong,HNI_Dominant
Plaza Wires Limited,55.56,3.72,94.03394157301034,0.9593,1,0,Flip,0.4035696410721518,Strong,HNI_Dominant
IRM Energy Limited,-5.15,-45.15,6.493901473092507,0.3818,0,0,Flip,0.2665119477754553,Moderate,HNI_Dominant
Blue Jet Healthcare Limited,4.02,125.59,2.5882445726611985,0.6756,0,1,Hold,0.2391737566816342,Moderate,QIB_Dominant
Cello World Limited,28.24,-12.98,24.161900503409992,0.9543,1,0,Flip,0.24750100866421268,Moderate,QIB_Dominant
Honasa Consumer Limited (Mamaearth),0.0,-18.04,1.893067692366793,0.4066,0,0,Flip,0.16463767557619285,Weak,QIB_Dominant
ESAF Small Finance Bank Limited,19.83,-49.95,39.562730338467496,1.0,1,0,Flip,0.3137141391574268,Strong,QIB_Dominant
Protean eGov Technologies Limited,0.0,-9.12,11.657446066921011,0.6752,1,0,Flip,0.2529340782182452,Moderate,QIB_Dominant
ASK Automotive Limited,8.12,64.93,15.73233002344527,0.9972,1,1,Hold,0.27499361192150346,Moderate,QIB_Dominant
Indian Renewable Energy Development Agency Limited (IREDA),56.25,353.13,35.43108377580866,0.9748,1,1,Hold,0.24100237175225447,Moderate,QIB_Dominant
Fedbank Financial Services Limited,-1.61,-6.96,-1.0558920482840606,0.184,0,0,Flip,0.16904145983207786,Weak,QIB_Dominant
Gandhar Oil Refineries Limited,74.79,-11.51,52.022828105141606,0.9985,1,0,Flip,0.2795083528691524,Strong,QIB_Dominant
Tata Technologies Limited,139.99,33.85,82.92370747919364,1.0,1,0,Flip,0.29012818035005833,Strong,QIB_Dominant
Flair Writing Instruments Limited,65.46,7.4,33.51207672732577,0.9972,1,0,Flip,0.2637880376068671,Moderate,QIB_Dominant
India Shelter Finance Limited,24.28,86.22,23.137715214944215,0.964,1,1,Hold,0.2450246038827935,Moderate,QIB_Dominant
Doms Industries Limited,77.22,222.96,60.22424555977244,0.9935,1,1,Hold,0.25630480183304705,Moderate,QIB_Dominant
Inox India Limited,41.39,68.17,39.100150128077566,0.9936,1,1,Hold,0.27211721354073315,Moderate,QIB_Dominant
Suraj Estate Developers Limited,-4.5,-20.53,4.5040448183842425,0.3577,0,0,Flip,0.22482281833113382,Moderate,QIB_Dominant
Motisons Jewellers Limited,88.91,-66.24,96.6773579809733,1.0,1,0,Flip,0.38401761315725924,Strong,HNI_Dominant
Muthoot Microfin Limited,-4.47,-49.79,0.5326589051677378,0.2293,0,0,Flip,0.20314534189361808,Moderate,QIB_Dominant
RBZ Jewellers Limited,0.0,41.35,9.689504951905967,0.3595,0,1,Hold,0.17964507000793448,Weak,RII_Dominant
Credo Brands Marketing Limited,0.71,-57.11,13.077999956656852,0.985,1,0,Flip,0.27086027419291325,Moderate,QIB_Dominant
Happy Forgings Limited,17.79,13.02,51.091286066383375,1.0,1,0,Flip,0.30452359232310805,Strong,QIB_Dominant
Azad Engineering Limited,35.5,182.68,37.37448600694338,1.0,1,1,Hold,0.3062317923825388,Strong,QIB_Dominant
Innova Captab Limited,1.81,99.2,19.276409527825148,0.9941,1,1,Hold,0.28283044723665846,Strong,QIB_Dominant
Jyoti CNC Automation Limited,12.39,176.36,16.341289417208984,0.8948,1,1,Hold,0.2085824250542902,Moderate,QIB_Dominant
Medi Assist Healthcare Services Limited,11.24,38.28,11.757306210564632,0.8186,1,1,Hold,0.23166469320298702,Moderate,QIB_Dominant
Epack Durable Limited,-2.17,64.28,2.647925177234668,0.2953,0,1,Hold,0.24561109033649284,Moderate,HNI_Dominant
Nova Agritech Limited,36.59,22.93,45.44371952279026,0.9869,1,0,Flip,0.35050707721366053,Strong,HNI_Dominant
BLS E-Services Limited,128.89,37.67,90.70546474668188,0.9917,1,0,Flip,0.3817623439980793,Strong,HNI_Dominant
Apeejay Surrendra Group (conglomerate),20.65,-3.97,23.28559335902946,0.9655,1,0,Flip,0.23454972809355126,Moderate,QIB_Dominant
Rashi Peripherals Limited,7.72,-9.86,24.407400857861344,0.9847,1,0,Flip,0.2923214056234522,Strong,QIB_Dominant
Capital Small Finance Bank Limited,-7.05,-36.23,-1.6363410351205865,0.1975,0,0,Flip,0.20257247168642797,Moderate,QIB_Dominant
Jana Small Finance Bank Limited,-4.35,11.35,8.615285796710385,0.6337,0,1,Hold,0.2516035482548528,Moderate,QIB_Dominant
Entero Healthcare Solutions Limited,-1.03,-4.2,-3.954454430263324,0.142,0,0,Flip,0.13377715598424805,Weak,QIB_Dominant
Vibhor Steel Tubes Limited,178.81,4.77,118.58431672147292,0.9893,1,0,Flip,0.5772728896704499,Strong,HNI_Dominant
Juniper Hotels Ltd ,0.33,-18.93,7.3617981411443285,0.7926,0,0,Flip,0.06535032525596199,Weak,RII_Dominant
GPT Healthcare Ltd ,16.21,-16.67,3.376617667627581,0.6003,0,0,Flip,0.23692037819484243,Moderate,QIB_Dominant
Platinum Industries Ltd ,33.33,61.75,31.90848988979701,1.0,1,1,Hold,0.33230651768275477,Strong,QIB_Dominant
Exicom Tele-Systems Ltd ,85.92,-2.08,71.68051138688513,0.9892,1,0,Flip,0.3203584289550524,Strong,HNI_Dominant
Mukka Proteins Ltd ,57.14,-1.39,52.5824810097374,0.9981,1,0,Flip,0.38863063098571665,Strong,HNI_Dominant
R K Swamy Ltd ,-12.5,-45.9,1.28231013610812,0.3236,0,0,Flip,0.20791404743354872,Moderate,HNI_Dominant
Indus Infra Trust ,1.0,11.53,1.6505740125435011,0.8417,0,1,Hold,0.163443876782088,Weak,QIB_Dominant
J.G.Chemicals Ltd ,-4.52,118.21,2.297609472508794,0.2418,0,1,Hold,0.2524426838076001,Moderate,HNI_Dominant
Gopal Snacks Ltd,-12.72,-7.42,-1.3309299921156024,0.2884,0,1,Hold,0.21824095237235996,Moderate,QIB_Dominant
Popular Vehicles & Services Ltd ,-1.02,-59.32,-2.845208240165498,0.1084,0,0,Flip,0.17048095218578913,Weak,QIB_Dominant
Krystal Integrated Services Ltd ,11.19,-12.48,10.429221738812794,0.7337,1,0,Flip,0.29682427089778407,Strong,HNI_Dominant
SRM Contractors Ltd ,7.14,126.93,23.177528709664845,0.9981,1,1,Hold,0.34862733057220396,Strong,HNI_Dominant
Bharti Hexacom Ltd ,32.49,205.77,22.857464921477696,0.8852,1,1,Hold,0.1716243302886196,Weak,QIB_Dominant
Vodafone Idea Ltd ,9.09,-40.0,8.912178014789008,0.8565,0,0,Flip,0.1801920205250979,Weak,QIB_Dominant
Stanley Lifestyles Limited,35.23,-14.16,14.131954232347436,0.6496,0,0,Flip,0.1786343384006592,Weak,HNI_Dominant
Allied Blenders and Distillers Limited,13.2,76.07,12.882704424195596,0.8544,1,1,Hold,0.24680776395872714,Moderate,QIB_Dominant
Vraj Iron & Steel Limited,15.94,-21.74,26.495752645591747,1.0,1,0,Flip,0.3691494195968776,Strong,HNI_Dominant
Bansal Wire Industries Limited,37.52,43.03,34.154404655024074,0.9908,1,1,Hold,0.28117329394251805,Strong,QIB_Dominant
Emcure Pharmaceuticals Limited,31.45,37.95,52.62817939848212,0.9913,1,1,Hold,0.28538468458724564,Strong,QIB_Dominant
Sanstar Limited,12.0,-9.61,27.08292993906696,1.0,1,0,Flip,0.32450860537363313,Strong,QIB_Dominant
Akums Drugs and Pharmaceuticals Limited,6.77,-30.34,20.900479872579304,0.9834,1,0,Flip,0.22538314048517125,Moderate,QIB_Dominant
Ceigall India Limited,2.99,-38.34,6.709648189643028,0.7887,0,0,Flip,0.2273686491957635,Moderate,QIB_Dominant
Ola Electric Mobility Limited,-0.01,-47.38,0.6040995299601046,0.2837,0,0,Flip,0.12888533843158545,Weak,QIB_Dominant
Brainbees Solutions Limited,34.41,-19.65,17.276277523244474,0.7684,1,0,Flip,0.1520468041918239,Weak,QIB_Dominant
Unicommerce eSolutions Limited,112.96,15.14,91.18741990416734,0.9981,1,0,Flip,0.38072126516421284,Strong,HNI_Dominant
Saraswati Saree Depot Limited,25.0,-42.62,41.40509925322627,0.9945,1,0,Flip,0.4061622689878339,Strong,HNI_Dominant
Interarch Building Products Limited,43.47,146.33,51.127364948057945,0.9913,1,1,Hold,0.3365999270235553,Strong,QIB_Dominant
Orient Technologies Limited,40.78,54.88,54.3809532414632,1.0,1,1,Hold,0.407783468587549,Strong,HNI_Dominant
Premier Energies Limited,120.22,125.66,84.3940466958891,0.9888,1,1,Hold,0.2861965261168178,Strong,QIB_Dominant
Ecos (India) Mobility & Hospitality Limited,17.16,-12.2,28.59344119215566,0.9972,1,0,Flip,0.2891027009950863,Strong,QIB_Dominant
Baazar Style Retail Limited,0.0,-18.97,10.489491796742058,0.5398,0,0,Flip,0.27289643318150897,Moderate,QIB_Dominant
Gala Precision Engineering Limited,41.78,53.98,79.61467870316774,1.0,1,1,Hold,0.4647389002196881,Strong,HNI_Dominant
Shree Tirupati Balajee Agro Trading Company Limited,11.93,-39.31,31.084001943431293,1.0,1,0,Flip,0.36502773131168903,Strong,HNI_Dominant
Bajaj Housing Finance Limited,114.29,61.71,78.83293099249117,0.9972,1,0,Flip,0.27505795190988996,Moderate,QIB_Dominant
