Date,IPO_Name,Issue_Size,QIB,HNI,RII,Total,Issue_Price,Listing_Price,Listing_Gain_Pct,CMP_BSE,CMP_NSE,Current_Gain_Pct,QIB_Ratio,HNI_Ratio,RII_Ratio,QIB_minus_RII,HNI_minus_RII,QIB_plus_HNI,Sub_Imbalance,Log_Issue_Size,Log_Total,Log_Issue_Price,Issue_Size_Cat,Sub_Category,IPO_Year,IPO_Month,IPO_Quarter,IPO_HalfYear,Positive_Listing,Strong_Listing,Listing_Category,Hold_Better_Than_Flip,Dominant_Investor,Cluster,Cluster_Name,IPO_Quality_Score,Score_Category,Predicted_Gain,Prob_Positive,Invest_Flag
2010-02-19,NTPC Limited,8478.75,2.18,0.43,0.16,1.2,201,204.0,1.49,338.75,339.25,68.53,1.8166666666666669,0.3583333333333333,0.1333333333333333,2.02,0.27,2.6100000000000003,1.6833333333333336,9.045436247219296,0.7884573603642702,5.308267697401205,Large,Low,2010,2,1,0,1,0,Modest,1,QIB_Dominant,1,"Institutional
Heavyweights",0.1379020194554492,Weak,-3.283293812416778,0.158,0
2010-02-23,Aqua Logistics Limited,150.0,0.26,5.07,3.0,1.94,220,219.4,-0.27,1.36,1.4,-99.38,0.134020618556701,2.61340206185567,1.5463917525773196,-2.74,2.0700000000000003,5.33,-1.4123711340206186,5.017279836814924,1.0784095813505905,5.3981627015177525,Small,Low,2010,2,1,0,0,0,Negative,0,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.234289881136331,Moderate,0.6835764873627431,0.2886,0
2010-02-24,Valor Estates Limited,1500.0,4.47,4.25,0.37,2.95,468,430.0,-8.12,179.9,179.06,-61.56,1.5152542372881357,1.4406779661016949,0.1254237288135593,4.1,3.88,8.719999999999999,1.389830508474576,7.313886831633462,1.3737155789130306,6.150602768446279,Medium,Low,2010,2,1,0,0,0,Negative,0,QIB_Dominant,1,"Institutional
Heavyweights",0.2063968164005544,Moderate,-2.833868035613548,0.2356,0
2010-02-24,Emmbi Industries Limited,38.96,0.43,5.55,0.46,1.2,45,45.5,1.11,105.05,104.34,133.44,0.3583333333333333,4.625,0.3833333333333333,-0.03,5.09,5.98,-0.025,3.687878953780353,0.7884573603642702,3.828641396489095,Small,Low,2010,2,1,0,1,0,Modest,1,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.3678229246461233,Strong,-1.139941608090983,0.5645,0
2010-02-25,Hathway Cable & Datacom Limited,666.0,1.43,4.29,0.28,1.36,240,246.0,2.5,14.35,14.33,-94.02,1.051470588235294,3.1544117647058822,0.2058823529411765,1.15,4.01,5.72,0.8455882352941174,6.502790045915623,0.8586616190375187,5.484796933490655,Medium,Low,2010,2,1,0,1,0,Modest,0,HNI_Dominant,1,"Institutional
Heavyweights",0.282515509814211,Strong,-0.3482232565834214,0.3836,0
2010-03-03,ARSS Infrastructure Projects Limited,103.0,49.34,124.53,18.55,47.62,450,640.0,42.22,54.6,54.18,-87.87,1.036119277614448,2.615077698446031,0.3895422091558169,30.790000000000003,105.98,173.87,0.6465770684586309,4.6443908991413725,3.884034968887977,6.111467339502679,Small,Medium,2010,3,1,0,1,1,Exceptional,0,HNI_Dominant,2,"Blockbuster
Demand Stars",0.3301439564736339,Strong,20.95566076838226,0.976,1
2010-03-08,REC Limited,3529.94,39.3,27.12,7.68,27.91,203,230.0,13.3,387.6,387.75,90.94,1.4080974561089217,0.971694733070584,0.2751701898960946,31.62,19.44,66.42,1.132927266212827,8.169319403430574,3.364187556028255,5.318119993844216,Large,Medium,2010,3,1,0,1,0,Modest,1,QIB_Dominant,1,"Institutional
Heavyweights",0.1931899116227005,Weak,14.748309703801292,0.8742,1
2010-03-10,Texmo Pipes and Products Limited,45.0,1.02,30.5,7.26,7.48,90,101.5,12.78,56.91,57.41,-36.77,0.1363636363636363,4.077540106951871,0.9705882352941176,-6.24,23.24,31.52,-0.8342245989304812,3.828641396489095,2.137710449803812,4.51085950651685,Small,Medium,2010,3,1,0,1,0,Modest,0,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.3331926881832379,Strong,15.846556586589651,0.9251,1
2010-03-11,Man Infraconstruction Limited,141.75,96.06,104.57,10.26,62.53,252,335.0,32.94,164.9,164.88,-34.56,1.53622261314569,1.672317287701903,0.1640812410043179,85.8,94.31,200.63,1.372141372141372,4.96109484853612,4.1515122352784415,5.53338948872752,Small,High,2010,3,1,0,1,1,Exceptional,0,HNI_Dominant,2,"Blockbuster
Demand Stars",0.3153181296720613,Strong,31.50102903594948,0.9914,1
2010-03-18,United Bank of India,324.98,47.08,39.15,9.8,33.38,66,77.0,16.67,4.48,4.5,-93.21,1.4104254044337925,1.1728579988016776,0.2935889754343918,37.28,29.35,86.22999999999999,1.1168364289994006,5.786836029791487,3.5374749999547035,4.204692619390966,Small,Medium,2010,3,1,0,1,1,Strong,0,QIB_Dominant,2,"Blockbuster
Demand Stars",0.2425333853604633,Moderate,18.811215494584296,0.933,1
2010-03-29,DQ Entertainment (International) Limited,128.16,93.86,272.88,19.45,86.33,80,135.0,68.75,1.03,0.85,-98.71,1.0872234449206533,3.160894243020966,0.2252982740646357,74.41,253.43,366.74,0.8619251708560176,4.8610519458900745,4.469694046425642,4.394449154672439,Small,High,2010,3,1,0,1,1,Exceptional,0,HNI_Dominant,2,"Blockbuster
Demand Stars",0.3983156605512183,Strong,55.334984732713785,0.9977,1
2010-03-29,NMDC Limited,9967.3,2.28,0.22,0.22,1.25,300,295.7,-1.43,71.13,70.98,-76.29,1.824,0.176,0.176,2.06,0.0,2.5,1.648,9.207165336882536,0.8109302162163288,5.707110264748875,Large,Low,2010,3,1,0,0,0,Negative,0,QIB_Dominant,1,"Institutional
Heavyweights",0.1266958985811696,Weak,-3.509473473007028,0.105,0
2010-03-30,IL&FS Transportation Networks Limited,700.0,52.61,39.39,4.56,33.42,258,287.0,11.24,2.97,2.97,-98.85,1.5742070616397366,1.1786355475763015,0.1364452423698384,48.05,34.83,92.0,1.4377618192698982,6.55250788703459,3.538637790783393,5.556828061699537,Medium,Medium,2010,3,1,0,1,0,Modest,0,QIB_Dominant,1,"Institutional
Heavyweights",0.2391018426143436,Moderate,13.53030116552464,0.9547,1
2010-04-05,Pradip Overseas Limited,116.6,8.57,45.35,10.53,14.08,110,120.0,9.09,1.14,1.15,-98.96,0.6086647727272727,3.220880681818182,0.7478693181818181,-1.959999999999999,34.82,53.92,-0.1392045454545454,4.767289035464526,2.71336936257981,4.709530201312334,Small,Medium,2010,4,2,0,1,0,Modest,0,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.3038265675817984,Strong,11.890293839442151,0.8839,1
2010-04-06,Persistent Systems Limited,168.01,144.43,107.73,21.69,93.6,310,400.0,29.03,5215.35,5221.0,1582.37,1.5430555555555556,1.1509615384615386,0.2317307692307692,122.74,86.04,252.16000000000005,1.3113247863247863,5.129957884770136,4.549657476057833,5.739792912179234,Small,High,2010,4,2,0,1,1,Strong,1,QIB_Dominant,2,"Blockbuster
Demand Stars",0.3205546880693295,Strong,36.691437059275614,1.0,1
2010-04-09,Shree Ganesh Jewellery House (I) Limited,371.02,1.38,6.13,1.39,1.96,260,258.85,-0.44,0.82,1.05,-99.68,0.7040816326530612,3.127551020408163,0.7091836734693877,-0.01,4.74,7.51,-0.0051020408163264,5.918947616268805,1.085189268335969,5.564520407322694,Small,Low,2010,4,2,0,0,0,Negative,0,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.2736615154631436,Moderate,-1.5698224905208815,0.2016,0
2010-04-12,Intrasoft Technologies Limited,53.65,21.97,21.6,13.51,18.95,145,140.0,-3.45,96.25,96.3,-33.62,1.1593667546174142,1.1398416886543536,0.7129287598944591,8.459999999999999,8.090000000000002,43.57,0.4464379947229551,4.000949214622548,2.9932291433358724,4.983606621708336,Small,Medium,2010,4,2,0,0,0,Negative,0,QIB_Dominant,0,"Retail-Driven
Weak Demand",0.2383979837887336,Moderate,2.3936212387707934,0.388,0
2010-04-16,Goenka Diamond & Jewellery Limited,126.51,0.78,3.0,0.66,1.07,135,130.0,-3.7,0.82,0.82,-99.39,0.7289719626168224,2.803738317757009,0.616822429906542,0.12,2.34,3.78,0.1121495327102803,4.848194792895451,0.7275486072772778,4.912654885736052,Small,Low,2010,4,2,0,0,0,Negative,0,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.2737736390309365,Moderate,-0.1634904425891356,0.2707,0
2010-05-10,Talwalkars Better Value Fitness Limited,77.44,35.43,51.48,8.43,28.39,128,138.0,7.81,1.45,1.45,-98.87,1.2479746389573794,1.8133145473758363,0.2969355406833391,27.0,43.05,86.91,0.9510390982740402,4.362334001328145,3.380654480430826,4.859812404361672,Small,Medium,2010,5,2,0,1,0,Modest,0,HNI_Dominant,2,"Blockbuster
Demand Stars",0.2827638610056339,Strong,10.744713815259614,0.7931,1
2010-05-13,Satchmo Holdings Limited,405.0,2.54,0.22,0.16,1.16,54,50.0,-7.41,3.8,1.6,-92.96,2.189655172413793,0.1896551724137931,0.1379310344827586,2.38,0.06,2.76,2.0517241379310347,6.0063531596017325,0.7701082216960736,4.007333185232471,Small,Low,2010,5,2,0,0,0,Negative,0,QIB_Dominant,1,"Institutional
Heavyweights",0.1858543398067634,Weak,-2.325827387468327,0.2453,0
2010-05-18,Tarapur Transformers Limited,63.75,0.03,5.08,2.74,1.74,75,75.0,0.0,24.74,24.9,-67.01,0.0172413793103448,2.9195402298850577,1.574712643678161,-2.7100000000000004,2.34,5.11,-1.5574712643678164,4.170533700579648,1.007957920399979,4.330733340286331,Small,Low,2010,5,2,0,0,0,Negative,0,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.256608639818279,Moderate,0.5757281681331681,0.3762,0
2010-05-19,GB Global Limited,107.9,7.97,10.52,2.81,6.32,130,132.7,2.08,9.8,9.3,-92.46,1.2610759493670884,1.6645569620253162,0.4446202531645569,5.16,7.709999999999999,18.49,0.8164556962025316,4.690430029938915,1.99061032797322,4.875197323201151,Small,Medium,2010,5,2,0,1,0,Modest,0,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.24644190468681,Moderate,2.194464505278832,0.7905,0
2010-05-20,SJVN Limited,1062.51,9.03,3.39,3.12,6.64,26,28.0,7.69,97.85,97.66,276.35,1.3599397590361446,0.5105421686746988,0.4698795180722891,5.909999999999999,0.27,12.42,0.8900602409638554,6.969330037510988,2.033397603178429,3.295836866004329,Medium,Medium,2010,5,2,0,1,0,Modest,1,QIB_Dominant,1,"Institutional
Heavyweights",0.1616242906631949,Weak,3.947468779761065,0.7015,0
2010-05-21,Jaypee Infratech Limited,2257.6,1.77,1.15,0.61,1.24,102,93.0,-8.82,1.27,1.25,-98.75,1.4274193548387095,0.9274193548387096,0.4919354838709677,1.16,0.5399999999999999,2.92,0.935483870967742,7.7225004312895695,0.8064758658669485,4.634728988229636,Large,Low,2010,5,2,0,0,0,Negative,0,QIB_Dominant,1,"Institutional
Heavyweights",0.1676438983274534,Weak,-0.105491963422767,0.3439,0
2010-06-11,Standard Chartered (India) Limited,2486.35,4.15,1.9,0.25,2.2,104,105.0,0.96,36.2,36.35,-65.19,1.8863636363636365,0.8636363636363635,0.1136363636363636,3.9,1.65,6.050000000000001,1.772727272727273,7.818973165707001,1.1631508098056809,4.653960350157523,Large,Low,2010,6,2,0,1,0,Modest,0,QIB_Dominant,1,"Institutional
Heavyweights",0.1835658746716938,Weak,0.7345399877743373,0.5224,0
2010-07-01,Parabolic Drugs Limited,200.0,1.48,1.2,0.4,1.04,75,76.0,1.33,5.7,5.5,-92.4,1.423076923076923,1.1538461538461535,0.3846153846153846,1.08,0.7999999999999999,2.68,1.0384615384615383,5.303304908059076,0.712949807856125,4.330733340286331,Small,Low,2010,7,3,1,1,0,Modest,0,QIB_Dominant,1,"Institutional
Heavyweights",0.2134683818718044,Moderate,0.0403501112539701,0.4788,0
2010-07-16,Technofab Engineers Limited,71.66,4.28,48.85,10.03,12.78,240,265.0,10.42,6.85,6.15,-97.15,0.3348982785602504,3.822378716744914,0.7848200312989045,-5.749999999999999,38.82,53.13,-0.4499217527386541,4.285791026793056,2.6232182655855123,5.484796933490655,Small,Medium,2010,7,3,1,1,0,Modest,0,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.3285436640259618,Strong,13.693365911676194,0.9329,1
2010-07-21,Hindustan Media Ventures Limited,270.0,8.98,3.39,1.0,5.43,166,170.0,2.41,86.02,86.5,-48.18,1.6537753222836098,0.6243093922651934,0.1841620626151013,7.98,2.39,12.37,1.4696132596685083,5.602118820879701,1.860974538249528,5.117993812416755,Small,Medium,2010,7,3,1,1,0,Modest,0,QIB_Dominant,1,"Institutional
Heavyweights",0.1979957844796716,Moderate,3.2992920701965884,0.6971,0
2010-07-28,Shri Aster Silicates Limited,53.1,0.01,12.46,7.41,4.47,118,127.7,8.22,1.28,1.4,-98.92,0.0022371364653243,2.787472035794184,1.6577181208053693,-7.4,5.050000000000001,12.47,-1.6554809843400449,3.990834185852436,1.6992786164338898,4.77912349311153,Small,Low,2010,7,3,1,1,0,Modest,0,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.2544352868074728,Moderate,5.363361591713236,0.7214,0
2010-08-04,Midfield Industries Limited,59.85,1.86,48.41,13.51,12.92,133,159.4,19.85,12.05,,-90.94,0.1439628482972136,3.746904024767802,1.045665634674923,-11.65,34.9,50.27,-0.9017027863777092,4.108411819433536,2.633326654906273,4.897839799950911,Small,Medium,2010,8,3,1,1,1,Strong,0,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.3186175537488771,Strong,21.81800250256329,0.9469,1
2010-08-12,Engineers India Limited,959.35,23.43,5.85,2.99,13.36,290,315.0,8.62,200.9,200.91,-30.72,1.7537425149700598,0.437874251497006,0.2238023952095808,20.44,2.8599999999999994,29.28,1.529940119760479,6.867297801350861,2.664446563620078,5.673323267171493,Medium,Medium,2010,8,3,1,1,0,Modest,0,QIB_Dominant,1,"Institutional
Heavyweights",0.182701200383382,Weak,7.814613088104954,0.7531,0
2010-08-16,Bharat Financial Inclusion Limited,1628.78,20.38,18.26,2.81,13.69,985,1036.0,5.18,898.2,898.0,-8.81,1.4886778670562455,1.33382030679328,0.2052593133674214,17.57,15.45,38.64,1.283418553688824,7.3962003153664755,2.6871669901857858,6.893656354602635,Medium,Medium,2010,8,3,1,1,0,Modest,0,QIB_Dominant,1,"Institutional
Heavyweights",0.2099445506411139,Moderate,8.921180294884957,0.8254,0
2010-08-18,Bajaj Consumer Care Limited,297.0,20.19,53.49,6.62,19.29,660,730.0,10.61,228.15,226.61,-65.43,1.0466562986003112,2.77293934681182,0.3431829963711768,13.57,46.870000000000005,73.68,0.7034733022291344,5.697093486505405,3.010128153837724,6.493753839851687,Small,Medium,2010,8,3,1,1,0,Modest,0,HNI_Dominant,2,"Blockbuster
Demand Stars",0.293285609356073,Strong,9.691943753853412,0.7937,0
2010-08-25,Prakash Steelage Limited,68.75,1.27,10.91,6.62,4.53,110,118.55,7.77,5.74,5.76,-94.78,0.2803532008830022,2.4083885209713025,1.4613686534216337,-5.35,4.29,12.18,-1.1810154525386314,4.244917420701475,1.7101878155342436,4.709530201312334,Small,Low,2010,8,3,1,1,0,Modest,0,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.243914331482363,Moderate,6.791070163537389,0.7705,0
2010-09-09,Gujarat Pipavav Port Limited,553.85,13.2,85.7,9.15,19.94,46,56.25,22.28,157.0,157.4,241.3,0.6619859578736208,4.29789368104313,0.458876629889669,4.049999999999999,76.55,98.9,0.2031093279839518,6.318697806946573,3.041661205442391,3.8501476017100575,Medium,Medium,2010,9,3,1,1,1,Strong,1,HNI_Dominant,2,"Blockbuster
Demand Stars",0.344820063604044,Strong,19.34551990021197,0.8983,1
2010-09-29,Indosolar Limited,357.0,1.44,1.3,1.81,1.55,29,29.75,2.59,377.9,378.2,1203.1,0.929032258064516,0.8387096774193549,1.167741935483871,-0.3700000000000001,-0.51,2.74,-0.2387096774193549,5.8805329864007,0.9360933591703348,3.4011973816621555,Small,Low,2010,9,3,1,1,0,Modest,1,RII_Dominant,0,"Retail-Driven
Weak Demand",0.1665270842932783,Weak,0.6995111727003865,0.5442,0
2010-10-01,Tirupati Inks Limited,51.5,1.78,23.18,12.59,8.77,43,53.95,25.47,1.59,,-96.3,0.2029646522234891,2.643101482326112,1.43557582668187,-10.81,10.59,24.96,-1.232611174458381,3.960813169597578,2.2793164660546914,3.784189633918261,Small,Medium,2010,10,4,1,1,1,Strong,0,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.2613884524361329,Moderate,17.769188382846608,0.9149,1
2010-10-05,Sastasundar Ventures Ltd,147.5,5.91,35.88,11.04,12.2,118,135.1,14.49,288.0,289.0,144.07,0.4844262295081967,2.9409836065573773,0.9049180327868852,-5.129999999999999,24.840000000000003,41.790000000000006,-0.4204918032786884,5.000584958242754,2.580216829592325,4.77912349311153,Small,Medium,2010,10,4,1,1,0,Modest,1,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.2791891614050779,Moderate,13.215041295188234,0.8769,1
2010-10-06,CP Capital Ltd,115.0,47.45,101.93,31.74,47.39,310,461.0,48.71,162.7,161.95,-47.52,1.0012660898923824,2.1508757121755644,0.669761553070268,15.710000000000004,70.19000000000001,149.38,0.3315045368221144,4.7535901911063645,3.8792931808052273,5.739792912179234,Small,Medium,2010,10,4,1,1,1,Exceptional,0,HNI_Dominant,2,"Blockbuster
Demand Stars",0.3021982704891474,Strong,30.56289582589142,0.9911,1
2010-10-06,Eros International Media Ltd,350.0,25.79,73.4,11.95,26.51,175,213.35,21.91,7.89,7.81,-95.49,0.972840437570728,2.7687665032063373,0.4507732930969444,13.84,61.45,99.19,0.5220671444737834,5.860786223465865,3.3145495749364837,5.170483995038151,Small,Medium,2010,10,4,1,1,1,Strong,0,HNI_Dominant,2,"Blockbuster
Demand Stars",0.2950017281480416,Strong,14.36077072132864,0.7846,1
2010-10-08,ESL Steel Ltd,248.07,5.86,28.58,6.19,8.23,11,12.35,12.27,31.05,31.0,182.27,0.7120291616038882,3.472660996354799,0.7521263669501823,-0.33,22.39,34.44,-0.0400972053462941,5.5177339814546125,2.222459048514761,2.4849066497880004,Small,Medium,2010,10,4,1,1,0,Modest,1,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.3027851955091003,Strong,8.370656210265295,0.8197,0
2010-10-08,Ramky Infrastructure Ltd,530.0,4.52,1.45,0.99,2.89,450,450.0,0.0,556.0,557.3,23.56,1.5640138408304496,0.5017301038062283,0.3425605536332179,3.53,0.4599999999999999,5.97,1.2214532871972317,6.274762021241939,1.358409157630355,6.111467339502679,Medium,Low,2010,10,4,1,0,0,Negative,1,QIB_Dominant,1,"Institutional
Heavyweights",0.1752858016420335,Weak,-1.7168463485419283,0.1439,0
2010-10-08,Orient Green Power Company Ltd,900.0,2.09,0.64,0.18,1.07,47,45.7,-2.77,13.25,13.26,-71.81,1.9532710280373828,0.5981308411214953,0.1682242990654205,1.91,0.46,2.73,1.7850467289719625,6.803505257608338,0.7275486072772778,3.8712010109078903,Medium,Low,2010,10,4,1,0,0,Negative,0,QIB_Dominant,1,"Institutional
Heavyweights",0.1857341352306036,Weak,-1.931737932037854,0.2607,0
2010-10-12,Cantabil Retail India Ltd,105.0,1.71,3.83,2.63,2.35,135,133.8,-0.89,248.2,248.65,83.85,0.727659574468085,1.6297872340425532,1.1191489361702127,-0.92,1.2000000000000002,5.54,-0.3914893617021276,4.663439094112067,1.208960345836975,4.912654885736052,Small,Low,2010,10,4,1,0,0,Negative,1,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.2164138999744067,Moderate,-1.150774887773793,0.2079,0
2010-10-12,Tecpro Systems Ltd,267.91,27.99,62.48,9.07,24.47,355,399.4,12.51,4.53,5.75,-98.72,1.1438496117695136,2.553330608908868,0.3706579485083776,18.92,53.41,90.47,0.773191663261136,5.59437675112927,3.237501288991365,5.87493073085203,Small,Medium,2010,10,4,1,1,0,Modest,0,HNI_Dominant,2,"Blockbuster
Demand Stars",0.2928151376075452,Strong,11.327639051670314,0.7583,1
2010-10-13,Va Tech Wabag Ltd,472.59,36.13,100.98,8.55,36.22,1310,1655.0,26.34,1522.0,1525.1,16.18,0.9975151849806736,2.787962451684153,0.2360574268360022,27.58,92.43,137.11,0.7614577581446715,6.160341968482009,3.616846251214105,7.1785454837637,Small,Medium,2010,10,4,1,1,1,Strong,0,HNI_Dominant,2,"Blockbuster
Demand Stars",0.3047639297779761,Strong,15.769141963433364,0.8068,1
2010-10-14,Bedmutha Industries Ltd,91.8,0.67,29.19,8.51,7.69,102,114.4,12.16,140.2,140.15,37.45,0.0871261378413524,3.795838751625488,1.106631989596879,-7.84,20.68,29.860000000000003,-1.0195058517555269,4.530446639792155,2.162172939277301,4.634728988229636,Small,Medium,2010,10,4,1,1,0,Modest,1,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.3068939778106088,Strong,14.724372597108088,0.9551,1
2010-10-14,Sea TV Network Ltd,50.2,1.66,40.94,7.45,9.58,100,120.0,20.0,4.94,,-95.06,0.1732776617954071,4.27348643006263,0.7776617954070981,-5.79,33.489999999999995,42.6,-0.6043841336116911,3.9357395320454622,2.3589654264301534,4.61512051684126,Small,Medium,2010,10,4,1,1,1,Strong,0,HNI_Dominant,0,"Retail-Driven
Weak Demand",0.3463720829084876,Strong,17.613999442367923,0.9258,1
2010-10-14,Ashoka Buildcon Ltd,225.0,25.52,13.91,3.46,15.94,324,333.55,2.95,185.2,185.15,-42.84,1.6010037641154329,0.8726474278544543,0.2170639899623588,22.06,10.45,39.43,1.383939774153074,5.420534999272286,2.8296776892239084,5.783825182329737,Small,Medium,2010,10,4,1,1,0,Modest,0,QIB_Dominant,1,"Institutional
Heavyweights",0.2217843967682724,Moderate,8.225049263452293,0.8585,0
2010-10-18,Jupiter Wagons Ltd,172.41,3.68,0.34,0.38,2.07,127,122.8,-3.31,329.2,329.0,159.21,1.777777777777778,0.1642512077294686,0.1835748792270531,3.3000000000000003,-0.0399999999999999,4.0200000000000005,1.5942028985507248,5.1556587328104575,1.1216775615991057,4.852030263919617,Small,Low,2010,10,4,1,0,0,Negative,1,QIB_Dominant,1,"Institutional
Heavyweights",0.1827198744165633,Weak,-2.8476320604157075,0.2124,0
2010-10-20,Oberoi Realty Ltd,1028.61,22.15,3.61,0.94,12.13,260,280.0,7.69,1607.4,1610.8,518.23,1.826051112943116,0.2976092333058532,0.0774938169826875,21.21,2.67,25.76,1.7485572959604283,6.936935368744464,2.574899688314705,5.564520407322694,Medium,Medium,2010,10,4,1,1,0,Modest,1,QIB_Dominant,1,"Institutional
Heavyweights",0.1773437669987733,Weak,11.5013934013322,0.8228,1
