IPO_Name,Issue_Size,QIB,HNI,RII,Total,Issue_Price,Listing_Gain_Pct,IPO_Quality_Score,Score_Category,Positive_Listing,Strong_Listing
Computer Age Management Services Ltd,2242.11,73.18,111.85,5.55,46.99,1230,23.41,0.29519672955227144,Strong,1,1
Eros International Media Ltd,350.0,25.79,73.4,11.95,26.51,175,21.91,0.2950017281480416,Strong,1,1
MOIL Ltd,1237.51,49.16,143.3,32.86,56.43,375,46.93,0.2933738923645135,Strong,1,1
Bajaj Consumer Care Limited,297.0,20.19,53.49,6.62,19.29,660,10.61,0.29328560935607306,Strong,1,0
Tecpro Systems Ltd,267.91,27.99,62.48,9.07,24.47,355,12.51,0.2928151376075452,Strong,1,0
One Mobikwik Systems Limited,572.0,119.5,108.95,134.67,119.38,279,58.51,0.29268871732570756,Strong,1,1
Crizac Limited,860.0,134.35,76.15,10.24,59.82,245,14.29,0.29252691649882034,Strong,1,0
Rashi Peripherals Limited,600.0,143.66,62.75,10.44,59.71,311,7.72,0.2923214056234522,Strong,1,0
Shankara Building Products Ltd,345.0,51.62,90.68,15.35,41.88,460,18.48,0.2921984798593736,Strong,1,1
MedPlus Health Services Limited,1398.3,111.9,85.33,5.24,52.59,796,27.51,0.2913238458946659,Strong,1,1
SBFC Finance Limited,1025.0,192.9,49.09,10.99,70.16,57,43.84,0.29114377440479217,Strong,1,1
Tata Technologies Limited,3042.51,203.41,62.11,16.5,69.43,500,139.99,0.29012818035005833,Strong,1,1
Alivus Life Sciences Limited,1513.6,36.97,122.54,14.63,44.17,720,4.32,0.28968647119180424,Strong,1,0
Ecos (India) Mobility & Hospitality Limited,601.2,136.85,71.23,19.79,64.26,334,17.16,0.2891027009950863,Strong,1,1
PNB Housing Finance Ltd,3000.0,37.33,86.17,1.35,29.55,775,11.35,0.2886543910988214,Strong,1,0
Supriya Lifescience Limited,700.0,31.83,161.22,56.01,71.51,274,55.11,0.2870239694918142,Strong,1,1
Dodla Dairy Limited,520.18,84.88,73.26,11.33,45.61,428,23.36,0.2863765609154203,Strong,1,1
Premier Energies Limited,2830.4,216.67,50.04,7.69,74.38,450,120.22,0.2861965261168178,Strong,1,1
Jupiter Life Line Limited,869.08,187.32,34.75,7.73,63.72,735,30.61,0.28608102696928006,Strong,1,1
Vascon Engineers Limited,178.2,1.12,3.65,0.62,1.22,165,3.03,0.28584574253517403,Strong,1,0
Quick Heal Technologies Ltd,451.25,4.34,36.69,3.82,10.8,321,-5.0,0.2857806867356005,Strong,0,0
Equitas Holdings Ltd,2176.69,14.93,57.29,1.4,17.21,110,30.91,0.2857740447089274,Strong,1,1
Sri Lotus Developers & Realty Ltd,792.0,163.9,57.71,20.28,69.14,150,19.4,0.2857468317725463,Strong,1,1
Valiant Laboratories Limited,152.46,20.83,73.64,16.06,29.76,140,15.0,0.2855109446420917,Strong,1,0
Syncom Healthcare Limited,56.25,0.99,16.6,6.25,5.17,75,17.33,0.28540688181209767,Strong,1,1
Emcure Pharmaceuticals Limited,1952.03,195.83,48.32,7.21,67.87,1008,31.45,0.28538468458724564,Strong,1,1
Dr Lal Pathlabs Ltd,631.91,63.56,61.28,4.24,33.41,550,30.36,0.28410816380174664,Strong,1,1
Jubilant Foodworks Limited,328.72,59.39,51.95,3.79,31.11,145,11.45,0.2831637446880755,Strong,1,0
Innova Captab Limited,570.0,116.73,64.95,17.15,55.26,448,1.81,0.28283044723665846,Strong,1,0
Talwalkars Better Value Fitness Limited,77.44,35.43,51.48,8.43,28.39,128,7.81,0.2827638610056339,Strong,1,0
Waaree Energies Limited,4321.44,208.63,62.49,10.79,76.34,1503,69.66,0.282719953755954,Strong,1,1
Hathway Cable & Datacom Limited,666.0,1.43,4.29,0.28,1.36,240,2.5,0.28251550981421103,Strong,1,0
Utkarsh Small Finance Bank Limited,500.0,124.85,81.64,72.11,101.91,25,59.8,0.281849408353673,Strong,1,1
Bansal Wire Industries Limited,745.0,146.05,51.46,13.64,59.57,256,37.52,0.28117329394251805,Strong,1,1
Ideaforge Technologies Limited,567.25,125.81,80.58,85.2,106.06,672,94.21,0.28033234253723294,Strong,1,1
Global Surfaces Limited,154.98,8.95,33.1,5.12,12.21,140,16.43,0.28013434051211256,Strong,1,1
Gandhar Oil Refineries Limited,500.69,129.0,62.23,28.95,64.07,169,74.79,0.2795083528691524,Strong,1,1
Sastasundar Ventures Ltd,147.5,5.91,35.88,11.04,12.2,118,14.49,0.2791891614050779,Moderate,1,0
Ravikumar Distilleries Ltd,73.6,0.15,7.31,3.01,2.22,64,0.0,0.2768785094428126,Moderate,0,0
Bajaj Housing Finance Limited,6560.0,209.36,41.51,7.04,63.61,70,114.29,0.27505795190988996,Moderate,1,1
ASK Automotive Limited,833.91,142.41,35.47,5.7,51.14,282,8.12,0.27499361192150346,Moderate,1,0
Goenka Diamond & Jewellery Limited,126.51,0.78,3.0,0.66,1.07,135,-3.7,0.2737736390309365,Moderate,0,0
P N Gadgil Jewellers Limited,1100.0,136.85,56.08,16.58,59.4,480,73.75,0.2737388574257536,Moderate,1,1
Shree Ganesh Jewellery House (I) Limited,371.02,1.38,6.13,1.39,1.96,260,-0.44,0.27366151546314366,Moderate,0,0
Baazar Style Retail Limited,834.68,81.83,59.43,9.12,40.66,389,0.0,0.27289643318150897,Moderate,0,0
Senores Pharmaceuticals Limited,582.11,94.66,96.11,89.23,93.41,391,51.84,0.27212575350417934,Moderate,1,1
Inox India Limited,1459.32,147.8,53.2,15.3,61.28,660,41.39,0.27211721354073315,Moderate,1,1
A2Z Infra Engineering Ltd,776.25,0.68,3.12,0.33,0.96,400,-2.5,0.2713004864362331,Moderate,0,0
Credo Brands Marketing Limited,549.78,104.95,55.52,19.94,51.85,280,0.71,0.27086027419291325,Moderate,1,0
Anthem Biosciences Limited,3395.0,182.65,42.36,5.64,63.86,570,26.86,0.27013818435610587,Moderate,1,1
Railtel Corporation of India Limited,819.24,65.14,73.25,16.78,42.39,94,11.28,0.2697381598983495,Moderate,1,0
AGS Transact Technologies Limited,680.0,2.68,25.61,3.08,7.79,175,0.57,0.2690265888536228,Moderate,1,0
Indogulf Cropsciences Limited,200.0,33.26,48.39,14.78,25.98,111,0.0,0.2681158726834751,Moderate,0,0
Muthoot Finance Ltd,901.25,25.01,60.94,8.5,24.55,175,2.86,0.26807442104525686,Moderate,1,0
Aditya Infotech Ltd,1300.0,133.21,72.0,50.87,100.69,675,50.81,0.2679754777781238,Moderate,1,1
IRM Energy Limited,544.36,44.73,48.34,9.29,27.05,505,-5.15,0.2665119477754553,Moderate,0,0
Fine Organic Industries Ltd,600.17,12.86,21.01,1.62,8.99,783,4.09,0.2660022802969876,Moderate,1,0
PC Jeweller Ltd,601.31,7.33,18.12,1.68,6.85,135,0.37,0.2654042604461312,Moderate,1,0
Inox Wind Ltd,1020.53,35.68,35.38,2.15,18.6,325,23.08,0.26540393140747964,Moderate,1,1
HPL Electric & Power Ltd,361.0,5.77,22.2,3.31,8.06,202,-5.92,0.26533488237319774,Moderate,0,0
Sanathan Textiles Limited,550.0,75.62,42.21,8.93,35.12,321,30.56,0.26493760426020035,Moderate,1,1
Xelpmoc Design and Technologies Ltd,23.0,1.24,7.69,2.64,3.25,66,-15.15,0.26458626590677903,Moderate,0,0
Servalakshmi Paper Ltd,60.0,0.34,4.21,1.9,1.47,29,3.45,0.26437145019957065,Moderate,1,0
Flair Writing Instruments Limited,593.0,115.6,33.37,13.01,46.68,304,65.46,0.2637880376068671,Moderate,1,1
Krsnaa Diagnostics Limited,1213.34,49.83,116.3,42.04,64.4,954,7.44,0.26248169058686627,Moderate,1,0
Yatharth Hospital & Trauma Care Services Limited,686.55,85.1,37.22,8.34,36.16,300,1.33,0.26178923872199533,Moderate,1,0
Tirupati Inks Limited,51.5,1.78,23.18,12.59,8.77,43,25.47,0.2613884524361329,Moderate,1,1
Punjab & Sind Bank,480.0,49.8,85.84,44.45,50.75,120,21.75,0.2608693594435157,Moderate,1,1
Oswal Pumps Limited,1387.34,88.08,36.7,3.6,34.42,614,2.93,0.26007266805409657,Moderate,1,0
BS Ltd,190.45,0.52,3.16,1.04,1.1,248,1.21,0.2596139437379368,Moderate,1,0
Dharmaj Crop Guard Limited,251.09,48.21,52.29,21.53,35.49,237,12.24,0.25861493302898764,Moderate,1,0
Sudar Industries Ltd,69.98,0.17,4.47,2.28,1.55,77,-3.9,0.25749704075974317,Moderate,0,0
Rishabh Instruments Limited,490.78,72.54,31.29,8.44,31.65,441,4.31,0.2572497150204567,Moderate,1,0
Belrise Industries Limited,2150.0,108.35,38.33,4.27,41.3,90,9.44,0.25681310792249545,Moderate,1,0
India Pesticides Limited,800.0,42.95,51.88,11.3,29.04,296,21.62,0.25662301802919574,Moderate,1,1
Tarapur Transformers Limited,63.75,0.03,5.08,2.74,1.74,75,0.0,0.256608639818279,Moderate,0,0
Doms Industries Limited,1200.0,115.97,66.51,69.67,93.52,790,77.22,0.25630480183304705,Moderate,1,1
Kaynes Technology India Limited,857.82,98.47,21.21,4.1,34.16,587,32.03,0.25623503663859426,Moderate,1,1
FSN E Commerce Ventures Limited (Nykaa),5349.72,91.18,112.02,12.24,81.78,1125,77.87,0.2551272939886115,Moderate,1,1
Sambhv Steel Tubes Limited,540.0,62.32,31.82,7.99,28.46,82,34.27,0.2550474550075213,Moderate,1,1
Shri Aster Silicates Limited,53.1,0.01,12.46,7.41,4.47,118,8.22,0.2544352868074728,Moderate,1,0
AWL Agri Business Limited (formerly Adani Wilmar Limited),3600.0,5.73,56.3,3.92,17.37,230,-3.91,0.25435997734071414,Moderate,0,0
Vaswani Industries Ltd,49.0,0.16,11.29,6.83,4.16,49,-31.73,0.25305397048349476,Moderate,0,0
Protean eGov Technologies Limited,489.95,46.94,31.62,8.93,23.86,792,0.0,0.2529340782182452,Moderate,0,0
Smartworks Coworking Limited,582.56,24.41,22.78,3.53,13.45,407,7.15,0.25279595777772856,Moderate,1,0
J.G.Chemicals Ltd ,251.19,32.09,46.33,17.44,27.78,221,-4.52,0.2524426838076001,Moderate,0,0
Aptus Value Housing Finance India Limited,2780.05,32.41,33.91,1.35,17.2,353,-6.53,0.25219413946642294,Moderate,0,0
Home First Finance Company India Limited,1153.72,52.53,39.0,6.59,26.66,518,18.18,0.2516804898145447,Moderate,1,1
Jana Small Finance Bank Limited,570.0,38.75,25.05,5.46,18.5,414,-4.35,0.2516035482548528,Moderate,0,0
CarTrade Tech Limited,2998.51,35.45,41.0,2.75,20.29,1618,-1.11,0.2515101175446277,Moderate,0,0
Deepak Builders & Engineers India Limited,260.04,13.91,82.47,39.79,41.54,203,-2.22,0.25043606563687293,Moderate,0,0
Patanjali Foods Limited (formerly Ruchi Soya Industries Limited),4300.0,2.2,11.75,0.9,3.6,650,30.77,0.24791057227134794,Moderate,1,1
Cello World Limited,1900.0,108.57,24.42,3.06,38.9,648,28.24,0.24750100866421268,Moderate,1,1
Ellenbarrie Industrial Gases Limited,852.53,64.23,15.21,2.14,22.19,400,23.0,0.2472447532439799,Moderate,1,1
Allied Blenders and Distillers Limited,1500.0,50.37,32.4,4.51,23.55,281,13.2,0.24680776395872714,Moderate,1,0
GB Global Limited,107.9,7.97,10.52,2.81,6.32,130,2.08,0.24644190468681004,Moderate,1,0
MT Educare Ltd,99.0,6.01,8.0,2.17,4.8,80,7.56,0.245742908585259,Moderate,1,0
Epack Durable Limited,640.05,25.5,28.1,6.29,16.37,230,-2.17,0.24561109033649284,Moderate,0,0
India Shelter Finance Limited,1200.0,89.7,28.51,9.95,36.71,493,24.28,0.2450246038827935,Moderate,1,1
MBL Infrastructure Limited,102.6,3.35,2.65,0.4,1.97,180,5.56,0.24447920301699266,Moderate,1,0
Prakash Steelage Limited,68.75,1.27,10.91,6.62,4.53,110,7.77,0.24391433148236305,Moderate,1,0
ICICI Prudential Life Insurance Company Ltd,6056.79,11.83,28.55,1.42,10.48,334,-1.5,0.2434189612208424,Moderate,0,0
Uniparts India Limited,835.61,67.14,17.86,4.63,25.32,577,-0.35,0.2425550272057202,Moderate,0,0
United Bank of India,324.98,47.08,39.15,9.8,33.38,66,16.67,0.24253338536046337,Moderate,1,1
Indian Renewable Energy Development Agency Limited (IREDA),2150.21,104.57,24.16,7.73,38.8,32,56.25,0.24100237175225447,Moderate,1,1
National Securities Depository Ltd (NSDL),4011.6,103.97,34.98,7.73,41.01,800,10.0,0.24018517109826193,Moderate,1,0
SBI Cards & Payment Services Ltd,10340.8,57.18,45.23,2.5,26.54,755,-12.85,0.24000653783844617,Moderate,0,0
Cyient DLM Limited,592.0,90.44,45.05,49.22,67.31,265,51.32,0.23993313507089464,Moderate,1,1
Pennar Engineered Building Systems Ltd,156.19,2.2,1.44,0.41,1.15,178,-15.73,0.23939560285191167,Moderate,0,0
Blue Jet Healthcare Limited,840.27,13.72,13.59,2.24,7.95,346,4.02,0.2391737566816342,Moderate,1,0
IL&FS Transportation Networks Limited,700.0,52.61,39.39,4.56,33.42,258,11.24,0.23910184261434364,Moderate,1,0
Intrasoft Technologies Limited,53.65,21.97,21.6,13.51,18.95,145,-3.45,0.23839798378873361,Moderate,0,0
RPP Infra Projects Ltd,48.75,0.16,7.27,5.6,2.97,75,0.0,0.23741427604571252,Moderate,0,0
DCX Systems Ltd,500.0,84.32,43.97,61.77,69.79,207,38.29,0.23700572696348687,Moderate,1,1
GPT Healthcare Ltd ,525.14,17.3,11.02,2.44,8.52,186,16.21,0.23692037819484243,Moderate,1,1
Bikaji Foods International Limited,880.85,80.63,7.1,4.77,26.67,300,7.05,0.2350482100290155,Moderate,1,0
D B Corp Limited,384.22,68.52,26.17,3.42,39.54,212,17.92,0.2350273137398325,Moderate,1,1
Concord Biotech Limited,1550.52,67.67,16.99,3.78,24.87,741,21.46,0.23494391540924067,Moderate,1,1
Apeejay Surrendra Group (conglomerate),920.0,75.14,52.41,30.35,59.66,155,20.65,0.23454972809355126,Moderate,1,1
Aqua Logistics Limited,150.0,0.26,5.07,3.0,1.94,220,-0.27,0.234289881136331,Moderate,0,0
Keystone Realtors Limited,635.0,3.84,3.03,0.53,2.01,541,2.59,0.23361401770321477,Moderate,1,0
Sandhar Technologies Ltd,512.48,14.49,6.39,1.42,6.19,332,3.92,0.23349958894189968,Moderate,1,0
Sheela Foam Ltd,510.0,14.51,3.35,0.44,5.09,730,17.81,0.2333830597125965,Moderate,1,1
Rategain Travel Technologies Limited,1335.74,8.42,42.04,8.08,17.41,425,-14.16,0.23167563732190566,Moderate,0,0
Medi Assist Healthcare Services Limited,1171.58,40.14,14.85,3.19,16.25,418,11.24,0.23166469320298702,Moderate,1,0
Anand Rathi Wealth Limited,659.38,2.5,25.42,7.76,9.78,550,9.46,0.23166428149861087,Moderate,1,0
Radiant Cash Management Services Limited,256.64,1.01,0.66,0.21,0.53,94,5.64,0.23080209665934895,Moderate,1,0
Pyramid Technoplast Limited,153.05,9.94,32.24,14.72,18.29,166,11.45,0.2307899290220876,Moderate,1,0
Vishwaraj Sugar Industries Ltd,60.0,1.0,1.76,0.64,1.12,60,2.0,0.2304838967857036,Moderate,1,0
Manoj Vaibhav Gems,270.2,1.06,5.18,1.66,2.25,215,0.0,0.2298273619922669,Moderate,0,0
R R Kabel Limited,1964.01,52.26,13.23,2.13,18.69,1035,13.91,0.22914416850120609,Moderate,1,0
Madhyam Agrivet Industries Ltd,362.57,0.88,1.42,0.34,0.77,115,0.0,0.22799518076280062,Moderate,0,0
Ceigall India Limited,1252.66,31.5,14.42,3.77,13.78,401,2.99,0.2273686491957635,Moderate,1,0
TCNS Clothing Co. Ltd,1125.13,13.47,5.08,0.67,5.27,716,-0.14,0.2265083529810803,Moderate,0,0
Future Supply Chain Solutions Ltd,649.7,12.36,11.15,3.28,7.56,664,1.51,0.2265056745213972,Moderate,1,0
Tribhovandas Bhimji Zaveri Ltd,200.0,1.29,1.91,0.68,1.15,120,-4.17,0.22588972419919903,Moderate,0,0
Western Carriers Limited,492.88,27.99,44.71,25.95,30.57,172,-1.16,0.22562294251526654,Moderate,0,0
Concord Enviro Systems Limited,500.33,17.32,14.2,5.56,10.67,701,18.69,0.22538899893942346,Moderate,1,1
Akums Drugs and Pharmaceuticals Limited,1856.74,90.09,42.21,21.3,63.56,679,6.77,0.22538314048517125,Moderate,1,0
Dreamfolks Services,562.1,70.53,37.66,43.66,56.68,326,54.91,0.22519838624978594,Moderate,1,1
Suraj Estate Developers Limited,400.0,24.31,18.9,9.3,15.65,360,-4.5,0.22482281833113382,Moderate,0,0
Dr. Datsons Labs Ltd,117.0,0.14,2.65,1.84,1.11,234,-1.94,0.22469152555989014,Moderate,0,0
Kross Limited,500.0,23.32,22.24,10.76,16.81,240,0.0,0.22227579511524265,Moderate,0,0
Ashoka Buildcon Ltd,225.0,25.52,13.91,3.46,15.94,324,2.95,0.22178439676827244,Moderate,1,0
Just Dial Ltd,919.14,10.12,22.34,3.53,11.63,530,11.32,0.22173426177735409,Moderate,1,0
Bharat Wire Ropes Ltd,70.0,1.01,2.02,2.08,1.21,45,5.22,0.22158281281076828,Moderate,1,0
Flexituff Ventures International Ltd,104.63,0.51,2.35,1.6,1.17,155,0.0,0.2212516758254173,Moderate,0,0
Power Grid Corporation of India Ltd,6958.64,115.9,40.34,6.77,64.82,90,7.89,0.22100003642064506,Moderate,1,0
HMA Agro Industries Limited,480.0,1.74,2.97,0.96,1.62,585,5.13,0.22072595181384375,Moderate,1,0
Paradeep Phosphates Limited,1501.73,3.01,0.32,0.8,0.83,42,3.69,0.22036012624156456,Moderate,1,0
Sah Polymers Limited,66.3,2.4,32.69,39.78,17.46,65,30.77,0.22034831006623884,Moderate,1,1
Narayana Hrudayalaya Ltd,613.08,24.43,3.62,1.89,8.7,250,16.4,0.22027686118581333,Moderate,1,1
Power Grid Corporation of India Ltd,7442.34,115.9,40.34,6.77,64.82,90,5.56,0.22004788951475956,Moderate,1,0
Chalet Hotels Ltd,1641.18,4.66,1.1,0.03,1.57,280,3.93,0.21984275374608686,Moderate,1,0
Bandhan Bank Ltd,4473.02,38.67,13.89,1.2,14.63,375,29.33,0.21974735511597876,Moderate,1,1
PNC Infratech Ltd,488.44,4.51,0.65,0.28,1.56,378,0.79,0.21910852073229076,Moderate,1,0
Galaxy Surfactants Ltd,937.09,54.27,6.96,6.01,20.0,1480,2.7,0.21904393794049473,Moderate,1,0
Speciality Restaurants Ltd,176.09,4.68,2.19,0.55,2.54,150,2.0,0.21889794218830955,Moderate,1,0
Tolins Tyres Limited,230.0,25.42,27.41,21.52,23.89,226,0.44,0.21870178544760704,Moderate,1,0
Gopal Snacks Ltd,650.0,17.5,9.5,4.01,9.02,401,-12.72,0.21824095237235996,Moderate,0,0
Landmark Cars Limited,552.0,8.71,1.32,0.59,3.06,506,-6.86,0.21801529658322533,Moderate,0,0
GTPL Hathway Ltd,484.8,1.48,2.85,0.99,1.53,170,0.0,0.21769513230376808,Moderate,0,0
Ethos Limited,402.26,1.06,0.76,0.32,0.61,878,-5.47,0.21756720150657713,Moderate,0,0
Shree Pushkar Chemicals Ltd,70.0,0.97,2.09,1.54,1.34,65,-7.69,0.21721543924454356,Moderate,0,0
Shilpi Cable Technologies Ltd,55.88,1.04,6.39,5.74,3.48,69,13.55,0.21692564046720098,Moderate,1,0
MSTC Ltd,211.04,0.29,1.71,2.18,0.7,120,-7.5,0.2166891998133157,Moderate,0,0
V-Mart Retail Ltd,94.42,1.52,1.39,0.79,1.2,210,2.86,0.21661034987431313,Moderate,1,0
Cantabil Retail India Ltd,105.0,1.71,3.83,2.63,2.35,135,-0.89,0.2164138999744067,Moderate,0,0
Indostar Capital Finance Ltd,1844.0,16.08,6.91,1.48,6.8,572,4.9,0.21618407412153307,Moderate,1,0
S H Kelkar & Company Ltd,508.17,4.68,1.14,0.47,1.84,180,23.33,0.21581170188796417,Moderate,1,1
Vishal Mega Mart Limited,8000.0,80.75,14.25,2.31,27.28,78,41.03,0.21546689256666748,Moderate,1,1
Ajax Engineering Limited,1268.88,14.41,6.46,1.92,6.44,629,-5.72,0.21529442683931566,Moderate,0,0
Spandana Sphoorty Financial Ltd,1189.85,3.11,0.55,0.09,1.05,856,-3.74,0.21445970106508355,Moderate,0,0
HDB Financial Services Limited,12500.0,55.47,9.99,1.41,16.69,740,12.84,0.2143363448976674,Moderate,1,0
Infibeam Avenues Ltd,450.0,0.86,2.23,1.31,1.11,432,6.02,0.21417186163941843,Moderate,1,0
Inventure Growth & Securities Ltd,81.9,0.25,9.49,8.66,4.58,117,1.71,0.21360315628373233,Moderate,1,0
Parabolic Drugs Limited,200.0,1.48,1.2,0.4,1.04,75,1.33,0.21346838187180445,Moderate,1,0
Sai Silks (Kalamandir) Limited,1201.0,12.35,2.47,0.88,4.4,222,3.65,0.21331703051389886,Moderate,1,0
Fusion Finance Ltd,1103.99,8.59,1.38,0.51,2.95,368,-2.04,0.21233849174507285,Moderate,0,0
AcroPetal Technologies Ltd,170.0,1.12,2.0,1.21,1.28,90,44.44,0.21186861617068423,Moderate,1,1
M & B Engineering Ltd,650.0,36.72,38.24,32.55,36.2,385,0.26,0.21105227648922115,Moderate,1,0
Five Star Business Finance Limited,1588.51,1.77,0.61,0.11,0.7,474,-5.07,0.21100431303536835,Moderate,0,0
Global Health Limited,2205.57,28.64,4.02,0.88,9.58,336,18.5,0.21072356229872535,Moderate,1,1
Sai Life Sciences Limited,3042.62,30.93,4.92,1.37,10.26,549,20.22,0.2103482481828193,Moderate,1,1
Stove Kraft Limited,412.63,8.02,32.72,26.04,18.03,385,21.3,0.21023512163492716,Moderate,1,1
Bharat Financial Inclusion Limited,1628.78,20.38,18.26,2.81,13.69,985,5.18,0.20994455064111398,Moderate,1,0
Indiamart Intermesh Ltd,475.59,14.92,15.78,3.03,12.95,973,21.27,0.20883751201738343,Moderate,1,1
Jyoti CNC Automation Limited,1000.0,44.13,36.48,26.17,38.53,331,12.39,0.2085824250542902,Moderate,1,0
R K Swamy Ltd ,423.56,20.58,34.36,34.03,25.94,288,-12.5,0.20791404743354872,Moderate,0,0
EMS Limited,321.25,0.67,29.73,16.62,15.05,211,33.44,0.2070864444887901,Moderate,1,1
Mankind Pharma Limited,4326.36,49.16,3.8,0.92,15.32,1080,20.37,0.20699830070328942,Moderate,1,1
Tara Jewels Ltd,179.5,1.49,3.1,2.05,1.98,230,5.22,0.2069303692883877,Moderate,1,0
Lemon Tree Hotels Ltd,1038.68,3.89,0.12,0.12,1.19,56,10.0,0.2066720532712666,Moderate,1,0
Interglobe Aviation Ltd,3008.5,17.8,3.57,0.92,6.15,765,11.9,0.20662900932094702,Moderate,1,0
Afcons Infrastructure Limited,5430.0,3.79,5.05,0.94,2.63,463,-7.12,0.20660621389107187,Moderate,0,0
Valor Estates Limited,1500.0,4.47,4.25,0.37,2.95,468,-8.12,0.20639681640055446,Moderate,0,0
Dharan Infra EPC Ltd,77.4,1.55,3.44,2.01,2.54,180,-24.44,0.20607240473430233,Moderate,0,0
H.G. Infra Engineering Ltd,462.0,8.37,4.97,3.08,4.98,270,0.0,0.2054387442211208,Moderate,0,0
Likhitha Infrastructure Ltd,61.2,21.99,1.54,23.71,9.51,120,8.42,0.2047548349117,Moderate,1,0
PSP Projects Ltd,211.68,8.38,10.39,6.47,8.58,210,-5.24,0.20468654014285295,Moderate,0,0
Laurus Labs Ltd,1330.51,10.54,3.58,1.67,4.57,428,14.49,0.20379468731064468,Moderate,1,0
Inventurus Knowledge Solutions Limited,2497.92,80.64,23.25,14.55,52.68,1329,39.65,0.20317082501013733,Moderate,1,1
Macrotech Developers Limited (Lodha Group),2500.0,3.05,1.44,0.4,1.36,486,-9.67,0.2031659746851008,Moderate,0,0
Muthoot Microfin Limited,960.0,17.47,13.2,7.61,11.52,291,-4.47,0.20314534189361808,Moderate,0,0
Thangamayil Jewellery Limited,28.75,0.52,1.52,2.26,1.12,75,-6.67,0.2030441808687033,Moderate,0,0
Capital Small Finance Bank Limited,523.07,6.64,4.05,2.49,4.0,468,-7.05,0.20257247168642797,Moderate,0,0
Varroc Engineering Ltd,1954.96,9.16,2.45,0.95,3.59,967,6.72,0.20188452990441333,Moderate,1,0
HDFC Life Insurance Company Ltd,8695.0,16.6,2.29,0.94,4.9,290,7.24,0.20182557062078266,Moderate,1,0
Newgen Software Technologies Ltd,424.62,15.62,5.52,5.18,8.25,245,3.27,0.20156713691594566,Moderate,1,0
Coal India Ltd,15199.4,24.7,25.4,2.31,15.28,245,17.45,0.20095641842542977,Moderate,1,1
PG Electroplast Ltd,120.65,0.98,1.84,1.64,1.34,210,-4.76,0.2001494089963761,Moderate,0,0
Innoventive Industries Ltd,217.41,0.85,1.94,1.48,1.24,117,-5.98,0.19969377897817164,Moderate,0,0
Shemaroo Entertainment Ltd,120.0,5.69,8.64,7.79,7.39,170,5.88,0.19956631795331625,Moderate,1,0
Travel Food Services Limited,2000.0,7.7,1.58,0.69,2.88,1100,2.38,0.19880931053185802,Moderate,1,0
Hindustan Media Ventures Limited,270.0,8.98,3.39,1.0,5.43,166,2.41,0.1979957844796716,Moderate,1,0
Elin Electronics Limited,475.0,4.51,3.29,2.2,3.09,247,-1.62,0.1976749110768211,Moderate,0,0
UFO Moviez India Ltd,600.0,4.49,1.17,1.02,2.04,625,-4.0,0.19730103331511084,Moderate,0,0
Venus Pipes & Tubes Limited,165.42,12.02,6.59,11.12,8.69,326,2.76,0.1962389048457307,Moderate,1,0
Vijaya Diagnostic Centre Limited,1894.26,13.07,1.32,1.09,4.54,531,2.13,0.19605800118449646,Moderate,1,0
LTIMindtree Ltd,1236.38,19.91,10.76,7.39,11.69,710,-6.11,0.19560991861223104,Moderate,0,0
Brooks Laboratories Ltd,63.0,0.0,2.82,3.36,1.6,100,10.0,0.19534199948002623,Moderate,1,0
MEP Infrastructure Developers Ltd,324.0,1.02,1.51,0.97,1.11,63,0.0,0.19489781448394372,Moderate,0,0
Vedant Fashions Limited,3149.19,7.49,1.07,0.39,2.57,866,8.08,0.1948474995462237,Weak,1,0
TD Power Systems Ltd,227.0,6.52,0.38,0.38,2.92,256,-1.72,0.19461399198460005,Weak,0,0
REC Limited,3529.94,39.3,27.12,7.68,27.91,203,13.3,0.19318991162270055,Weak,1,0
CreditAccess Grameen Ltd,1131.19,5.52,0.98,0.88,2.22,422,-8.77,0.193040938819356,Weak,0,0
Claris Lifescience Ltd,300.0,1.31,2.03,1.6,1.5,228,-1.58,0.19284485505157353,Weak,0,0
AAVAS Financiers Ltd,1640.32,2.77,0.26,0.25,0.97,821,-7.67,0.1921973544344887,Weak,0,0
Tata Steel Ltd,3477.0,10.41,7.21,1.6,6.03,610,3.3,0.19216330554917296,Weak,1,0
Signature Global India Limited,730.0,12.71,13.54,6.82,11.88,385,15.58,0.19205540756573597,Weak,1,1
Engineers India Ltd,498.13,23.43,5.85,2.99,13.36,150,-0.07,0.19197485446247978,Weak,0,0
SBI Life Insurance Company Ltd,8386.4,12.56,0.7,0.85,3.58,700,4.76,0.19157770845105837,Weak,1,0
Coffee Day Enterprises Ltd,1150.0,13.72,13.2,5.12,11.52,328,-4.57,0.19089105617094462,Weak,0,0
Prudent Corporate Advisory Services Limited,537.94,1.26,0.74,0.61,0.81,630,4.76,0.1891649178948594,Weak,1,0
Archean Chemical Industries Limited,1462.31,48.91,14.9,9.96,32.23,407,10.32,0.18910352898835553,Weak,1,0
Dr Agarwal's Healthcare Limited,3027.26,4.64,0.4,0.41,1.55,402,-1.27,0.18846840499842196,Weak,0,0
Varun Beverages Ltd,1112.5,4.94,0.42,0.82,1.86,445,-3.37,0.188013219034704,Weak,0,0
Antony Waste Handling Cell Ltd,299.99,0.89,0.26,0.37,0.49,315,36.51,0.18763744525285214,Weak,1,1
